year,unitid,inst_name,state_name,admission_rate,enrollement_rate,number_applied,number_admitted,number_enrolled_ft,number_enrolled_pt,number_enrolled_total,zip,region,inst_category,inst_size,longitude,latitude,default_rate,default_rate_denom,rev_tuition_fees_gross,rev_tuition_fees_net,rev_appropriations_local,rev_grants_contracts_local,rev_fed_approps_grants,rev_state_local_approps_grants,rev_gifts_grants_contracts,rev_other,rev_operating,rev_nonoperating,rev_total_current,exp_instruc_total,exp_research_total,exp_pub_serv_total,exp_res_pub_serv_total,exp_acad_supp_total,exp_student_serv_total,exp_total_current,exp_total_salaries,exp_total_benefits,endowment_beg,endowment_end,total_revenues_additions,total_expenses_deductions,completers_150pct,completion_rate_150pct,room_board_charge,independent_pct,female_pct,married_pct,faminc_med
2006,172051,Saginaw Valley State University,Michigan,0.893005062,0.373615048,4346,3881,1435,15,1450,,,,,,,,,50318040,42743500,,,9411035,26269368,2037832,5069804,71860000,29902954,112162648,44159880,744925.13,2799641,3544566,15459766,6353286.5,102298408,40529640,12244330,31326284,39820512,112162648,102298408,377,0.361,,0.263484,0.602064,0.0952258,41954
2007,172051,Saginaw Valley State University,Michigan,0.887575192,0.364571161,4821,4279,1535,25,1560,48710,"Great Lakes: IL, IN, MI, OH, and WI","Degree-granting, primarily baccalaureate or above","5,000-9,999",,,,,57786312,49015740,,,10816653,31924050,2303662,5532450,74195904,41570424,117708920,48402772,817026.06,3633640.5,4450666.5,18082470,7344441,115489776,42019596,12309812,39820512,41422004,117708920,115489776,416,0.375,,0.235603,0.589384,0.0813721,45125
2008,172051,Saginaw Valley State University,Michigan,0.878726907,0.6244796,5467,4804,2000,1000,3000,48710,"Great Lakes: IL, IN, MI, OH, and WI","Degree-granting, primarily baccalaureate or above","5,000-9,999",,,,,62340056,52865344,,,13102054,29730252,1263805,5957150,81620672,37263716,119252464,49943312,942994.5,3284832,4227826.5,19009040,7622875.5,119099816,45045308,13719646,41422004,37002832,119252464,119099816,440,0.381,,0.200272,0.588808,0.0724966,48561.5
2009,172051,Saginaw Valley State University,Michigan,0.859249549,0.33180778,6103,5244,1725,15,1740,,,,,,,,,71099792,57833500,,,19993914,28784876,1915456,2402582,89551328,43898256,148061136,50626224,818092,2749426,3567518,17417972,8676908,126548296,49285080,15562589,37002832,42310128,148061136,126548296,516,0.427,,0.199304,0.585431,0.0662983,48227
2010,172051,Saginaw Valley State University,Michigan,0.893105629,0.621104816,3162,2824,1729,25,1754,48710,"Great Lakes: IL, IN, MI, OH, and WI","Degree-granting, primarily baccalaureate or above","10,000-19,999",-83.9643,43.5519,,,77148640,61535312,,,19782564,28637924,2343068,2641735,91202248,45915728,143257024,53153216,904593,1788846,2693439,15144382,8754361,128681048,51517544,16524013,42310128,50503400,143257024,128681048,475,0.385,,0.209027,0.588766,0.0653962,45284
2011,172051,Saginaw Valley State University,Michigan,0.893105629,0.621104816,3162,2824,1729,25,1754,48710,"Great Lakes: IL, IN, MI, OH, and WI","Degree-granting, primarily baccalaureate or above","10,000-19,999",-83.9643,43.5519,0.066,2165,84320800,67741600,,,18891380,24503004,2177383,2609595,98409488,42477440,141504096,54134912,847800,3767016,4614816,16368840,9945030,133612888,52389164,17108220,50503400,52210056,141504096,133612888,550,0.384,,0.200759,0.596162,0.0643189,43071.5
2012,172051,Saginaw Valley State University,Michigan,0.851043643,0.307134894,6324,5382,1635,18,1653,,,,,,,0.092,2217,87250488,70302896,,200851,17757336,26243940,2641999,30000,101605504,43169164,145011072,55288032,854798,3482000,4336798,17777518,10821787,137123104,53936348,17966868,52210056,60482872,145011072,137123104,597,0.389,,0.189213,0.593715,0.0592824,44358
2013,172051,Saginaw Valley State University,Michigan,0.786527984,0.334382872,6057,4764,1582,11,1593,,,,,,,0.095,2551,88831152,70439040,,481933,16966446,26827564,2838659,2693374,101553232,43673880,145476272,55506736,957153,4459494,5416647,17371186,11505794,140182768,55166368,18198632,60482872,71927712,145476272,140182768,667,0.405,,0.178942,0.603635,0.0568933,48260.5
2014,172051,Saginaw Valley State University,Michigan,0.799553144,0.300798403,6266,5010,1485,22,1507,48710,"Great Lakes: IL, IN, MI, OH, and WI","Degree-granting, primarily baccalaureate or above","5,000-9,999",-83.9643,43.5519,0.071,2793,89239232,69836984,,977382,16922532,28991100,3666554,3146747,102204128,45850260,151906736,55389056,1109485,3906871,5016356,17552314,12021063,139006112,55661064,18644408,71927712,74552288,151906736,139006112,690,0.399,,0.172701,0.61546,0.0545499,50300.5
2015,172051,Saginaw Valley State University,Michigan,0.761423488,0.294073659,7025,5349,1557,16,1573,,,,,,,0.062,2783,92938200,72124688,,1615165,15473874,30342222,4511349,2509686,103772688,46288912,153294016,55370512,1125113,3766100,4891213,19010272,14511953,142012560,56341000,19117860,74552288,73288640,153294016,142012560,657,0.38,,0.167261,0.602139,0.0482588,51217
2016,172051,Saginaw Valley State University,Michigan,0.758656716,0.266181389,6700,5083,1342,11,1353,48710,"Great Lakes: IL, IN, MI, OH, and WI","Degree-granting, primarily baccalaureate or above","5,000-9,999",-83.9643,43.5118,0.075,2746,91404776,69422856,,719763,14960849,30330480,4110565,3195574,101934112,45789036,148547856,55018468,934470,4386915,5321385,18308856,15060490,140901312,57697676,18017236,73288640,80533904,148547856,140901312,699,0.398,,0.170739,0.600564,0.0510652,52670.5
2017,172051,Saginaw Valley State University,Michigan,0.738423416,0.25817953,6457,4768,1218,13,1231,,,,,,,0.081,2804,90964776,68416896,,648406,15295078,30965980,4241907,3299503,100434912,47049312,149290208,55230732,1276527,4195675,5472202,17899876,14904057,140213152,56560760,19164734,80533904,86175064,149290208,140213152,,,,,,,
1990,172644,WAYNE STATE UNIVERSITY,Michigan,,,,,,,,48202,"Great Lakes: IL, IN, MI, OH, and WI",,,,,,,71505832,,,3291194,47194512,190166112,40560604,8754918,,,379437792,128458920,52137880,34278112,86415992,39739056,16023699,376606176,196059168,42087768,,,,,,,,,,,
1991,172644,WAYNE STATE UNIVERSITY,Michigan,,,,,,,,48202,"Great Lakes: IL, IN, MI, OH, and WI",,,,,,,76774744,,,3232355,56419992,197274800,50931896,6680329,,,408202784,139155408,61896636,39479432,101376064,36836064,18679060,409979904,214207776,48492412,,,,,,,,,,,
1992,172644,WAYNE STATE UNIVERSITY,Michigan,,,,,,,,48202,"Great Lakes: IL, IN, MI, OH, and WI",,,,,,,80718760,,,3390084,61640776,202319648,50491116,6305987,,,425823616,143214976,63096788,42938928,106035712,37496284,19105628,422241792,224476832,51799392,,,,,,,,,,,
1993,172644,WAYNE STATE UNIVERSITY,Michigan,,,,,,,,48202,"Great Lakes: IL, IN, MI, OH, and WI",,,,,,,86400648,,,5018604,64869352,205043472,53751224,6902159,,,443667456,149956768,66575340,45925960,112501296,39779424,19773672,445777792,233309424,56662324,,,,,,,,,,,
1994,172644,WAYNE STATE UNIVERSITY,Michigan,,,,,,,,48202,"Great Lakes: IL, IN, MI, OH, and WI",,,,,,,87286808,,,4968372,65401260,210010832,69044152,7813428,,,466168640,147262656,74856008,51262752,126118760,39441232,19894466,461036032,241636496,56942648,,,,,,,,,,,
1995,172644,WAYNE STATE UNIVERSITY,Michigan,,,,,,,,,,,,,,,,89594096,,,6367283,67910312,221273680,75113864,6990951,,,489173472,157426848,78816768,57973140,136789904,41885120,20256436,487522048,256913840,63636552,,,,,,,,,,,
1996,172644,WAYNE STATE UNIVERSITY,Michigan,,,,,,,,48202,"Great Lakes: IL, IN, MI, OH, and WI",,,,,,,90297888,,,4804078,77724384,224472352,79233680,6787718,,,506505280,162682048,87040648,59045512,146086160,42958588,21431296,500890368,268552480,65608576,89896728,117848576,,,,,,,,,
1997,172644,WAYNE STATE UNIVERSITY,Michigan,,,,,,,,48202,"Great Lakes: IL, IN, MI, OH, and WI",,,,,,,93541304,,,4387425,80181944,237556960,88198264,7802146,,,537998272,159725920,96623512,62873348,159496864,45469800,21750584,530432896,285309472,64320764,117848576,118242344,,,,,,0.457553,0.706617,0.10258,14964.5
1998,172644,WAYNE STATE UNIVERSITY,Michigan,,,,,,,,,,,,,,,,102748232,,,4371813,83072280,244935984,90966696,9348112,,,562898816,163748960,103688960,63125784,166814752,49296440,22765614,554880256,297980128,67105368,118242344,140321264,,,,,,0.441115,0.701207,0.0928007,16140.5
1999,172644,WAYNE STATE UNIVERSITY,Michigan,,,,,,,,48202,"Great Lakes: IL, IN, MI, OH, and WI",,,,,,,109262016,,,6456830,87880128,261012864,104394680,5853425,,,604913152,209331408,110074200,34776312,144850512,53699792,24096004,603490112,307245792,67033092,140321264,157641968,,,,,,0.459126,0.676447,0.10603,17535
2000,172644,WAYNE STATE UNIVERSITY,Michigan,,,,,,,,,,,,,,,,111724608,,,5846682,98364128,263935008,112373936,10394559,,,634237120,224693936,126136000,34867524,161003520,56982964,28709916,647517952,322645344,76169992,157641968,146821520,,,,,,0.483324,0.648737,0.121265,19347
2001,172644,WAYNE STATE UNIVERSITY,Michigan,0.775730504,0.508637236,5373,4168,1567,553,2120,48202,"Great Lakes: IL, IN, MI, OH, and WI",,,,,,,131761424,116421424,,98647136,115249560,375203072,22431642,15503549,379728544,277825984,688913024,259019232,162278144,38849972,201128112,66511396,33902092,672829056,335477856,77397616,,,688913024,672829056,540,0.337,,0.483414,0.631439,0.115019,21339
2002,172644,WAYNE STATE UNIVERSITY,Michigan,0.700785112,0.457883817,6878,4820,1837,370,2207,,,,,,,,,147965824,108076672,,95963896,121232512,362041920,30162916,11714662,375555136,315824544,709110976,260173024,169246336,42651220,211897552,65598192,34961332,681672000,343810176,80485120,132395360,155292592,709110976,681672000,506,0.31,6110,0.452479,0.632737,0.105749,23493.5
2003,172644,WAYNE STATE UNIVERSITY,Michigan,0.700785112,0.457883817,6878,4820,1837,370,2207,48202,"Great Lakes: IL, IN, MI, OH, and WI",,,,,,,167943280,121496912,,106210256,134839040,339828480,29353816,19894244,418800928,272150368,699901120,278408448,180540448,51777084,232317536,69853024,34063652,703128320,351968832,76544472,155292592,173498352,699901120,703128320,579,0.317,6500,0.447282,0.634893,0.107585,24135
2004,172644,WAYNE STATE UNIVERSITY,Michigan,0.676248822,0.499477352,8488,5740,2284,583,2867,48202,"Great Lakes: IL, IN, MI, OH, and WI","Degree-granting, primarily baccalaureate or above",,,,,,180131104,130736432,,107123320,142335200,350411584,36597152,22272572,445874144,289323168,749173760,282821760,176332672,56788356,233121024,67307232,35867192,711533632,362880704,86251992,173498352,192169280,749173760,711533632,549,0.331,6700,0.420364,0.634317,0.0980479,24034.5
2005,172644,Wayne State University,Michigan,0.628409091,0.512904817,9680,6083,2571,549,3120,48202,"Great Lakes: IL, IN, MI, OH, and WI","Degree-granting, primarily baccalaureate or above","20,000 and above",,,,,211558848,159845936,,99649912,138183408,335752960,27057554,26192716,467821152,276457760,758246592,296355232,177165504,54007732,231173232,69685448,33776684,730870720,371056512,90257400,192169280,209573536,758246592,730870720,595,0.36,,0.393903,0.625798,0.0862866,23964.5
2006,172644,Wayne State University,Michigan,0.862033984,0.423359812,7886,6798,2425,453,2878,,,,,,,,,232192304,170618256,,104222240,135409344,317861728,30742156,25644260,478312448,281945472,776852800,303767872,174500320,56984684,231485008,69456016,35287020,737909504,377331360,91110928,209573536,241823776,776852800,737909504,608,0.324,,0.402334,0.613153,0.0875777,24257
2007,172644,Wayne State University,Michigan,0.866155811,0.434237688,7830,6782,2517,428,2945,,,,,,,,,262324688,203914304,,103603808,131583232,360121184,28331538,12058851,500887136,268187968,797394944,294964448,168545296,52322480,220867776,95344280,35250036,781918336,388198944,92067208,241823776,221096896,797394944,781918336,653,0.336,,0.382819,0.616124,0.0861158,24779
2008,172644,Wayne State University,Michigan,0.789284615,0.379323797,9743,7690,2625,292,2917,48202,"Great Lakes: IL, IN, MI, OH, and WI","Degree-granting, primarily baccalaureate or above","20,000 and above",,,,,272624896,201626656,,99606512,142721008,337874048,25952780,9544434,476599360,294842272,783740160,304749760,174013952,52183108,226197056,91452080,39169276,776241792,409545856,98635088,221096896,224320128,783740160,776241792,754,0.317,,0.363533,0.621092,0.084305,25000
2009,172644,Wayne State University,Michigan,0.789284615,0.379323797,9743,7690,2625,292,2917,,,,,,,,,296952992,205945472,,105544632,153753456,333539008,25789992,28464198,486344768,326687200,819727040,316803104,182608272,56830524,239438800,91962064,41382968,806838976,420595648,103417768,224320128,241366256,819727040,806838976,795,0.309,,0.357298,0.616433,0.0821647,24840
2010,172644,Wayne State University,Michigan,0.863786315,0.33054084,9397,8117,2465,218,2683,48202,"Great Lakes: IL, IN, MI, OH, and WI","Degree-granting, primarily baccalaureate or above","20,000 and above",-83.0584,42.3631,,,310753536,214692128,,110259144,158169408,337824384,29034024,26715008,504836096,307136448,824315840,320931072,195263296,65933592,261196896,91291456,40456572,839986752,433958016,106584272,241366256,230508256,824315840,839986752,639,0.264,,0.358962,0.61606,0.0806908,23765
2011,172644,Wayne State University,Michigan,0.755175327,0.344895105,9468,7150,2226,240,2466,48202,"Great Lakes: IL, IN, MI, OH, and WI","Degree-granting, primarily baccalaureate or above","20,000 and above",-83.0729,42.3586,0.095,6108,321826272,231319200,,119508808,153020352,310246464,19793482,19206436,529132896,300561952,836697664,327759616,186670320,55063016,241733344,90290912,38340716,823641792,421046144,106206720,230508256,260817968,836697664,823641792,706,0.281,,0.37222,0.608269,0.079256,23283
2012,172644,Wayne State University,Michigan,0.805444434,0.28322229,10249,8255,2173,165,2338,,,,,,,0.125,6431,329660704,236262448,,128539088,150633040,333181600,23984312,23947438,553828672,261193872,818485824,339008320,188811616,51940640,240752256,89397096,41856792,843599680,433240576,106369112,262788704,287718656,818485824,843599680,909,0.323,,0.36828,0.591839,0.0733888,22909
2013,172644,Wayne State University,Michigan,0.762408886,0.246642386,11524,8786,2075,92,2167,,,,,,,0.125,7180,343113216,249413328,,122416704,142370192,315285152,17482322,24222544,546562432,259351120,809049856,334699456,183244944,57411536,240656480,85050248,43629848,838221824,432495680,109805944,287718656,306240608,809049856,838221824,868,0.343,,0.356711,0.589865,0.0728812,23997
2014,172644,Wayne State University,Michigan,0.773260103,0.232693735,12199,9433,2101,94,2195,48202,"Great Lakes: IL, IN, MI, OH, and WI","Degree-granting, primarily baccalaureate or above","20,000 and above",-83.0729,42.3586,0.09,8022,355040608,261593392,,105511064,138931920,319658496,28800512,23914092,560879040,273758784,863099456,330174016,178784784,66196976,244981760,85789744,43650964,855906048,435550144,117945688,306240608,292311744,863099456,855906048,931,0.346,,0.342568,0.586088,0.0719382,26039
2015,172644,Wayne State University,Michigan,0.798681187,0.320490368,10009,7994,2320,242,2562,,,,,,,0.063,7970,366084992,267884992,,94078000,136620000,306956032,28871000,26102000,552998976,281328000,875806016,316840000,181378000,67361000,248739008,88835000,44288000,845502016,439609984,108846000,292312000,325393984,875806016,845502016,940,0.392,,0.302648,0.584083,0.0591412,27563
2016,172644,Wayne State University,Michigan,0.814567745,0.286409916,11093,9036,2398,190,2588,48202,"Great Lakes: IL, IN, MI, OH, and WI","Degree-granting, primarily baccalaureate or above","20,000 and above",-83.0729,42.3586,0.077,7314,382544000,278606016,,165480000,141642000,385550016,22358000,25302000,640358016,271039008,915526976,314100000,191999008,68814000,260813008,90370000,47783000,869169024,442255008,114638000,325393984,366732000,915526976,869169024,1002,0.466,,0.274303,0.595097,0.0505776,28605.5
2017,172644,Wayne State University,Michigan,0.674059096,0.256725373,15331,10334,2567,86,2653,,,,,,,0.082,7545,393768992,282820992,,128648000,139010000,349920000,27726000,33389000,596739968,284548992,882302976,318007008,190962000,68690000,259652000,93159000,45443000,874742016,448351008,110673000,366732000,396836000,882302976,874742016,,,,,,,
1990,172699,WESTERN MICHIGAN UNIVERSITY,Michigan,,,,,,,,49008,"Great Lakes: IL, IN, MI, OH, and WI",,,,,,,56563000,,,1509000,10435000,80168000,6502000,2844000,,,209015008,63880000,6417000,8104000,14521000,17825000,13124000,209331008,80415000,24245000,,,,,,,,,,,
1991,172699,WESTERN MICHIGAN UNIVERSITY,Michigan,,,,,,,,49008,"Great Lakes: IL, IN, MI, OH, and WI",,,,,,,62801696,,,1400076,12873007,108198208,5632444,2933424,,,249753712,68494192,8496819,8406830,16903648,17855196,13466738,239354528,87261400,26966666,,,,,,,,,,,
1992,172699,WESTERN MICHIGAN UNIVERSITY,Michigan,,,,,,,,49008,"Great Lakes: IL, IN, MI, OH, and WI",,,,,,,70871032,,,1953379,13966336,91430088,6085274,2814478,,,247884592,71677848,8465920,7791626,16257546,20521668,13711665,242343584,88034080,28850452,,,,,,,,,,,
1993,172699,WESTERN MICHIGAN UNIVERSITY,Michigan,,,,,,,,490085167,"Great Lakes: IL, IN, MI, OH, and WI",,,,,,,73821000,,,1793000,12340000,90702000,9917000,2317000,,,250956992,74871000,8784000,9000000,17784000,21043000,14430000,249494000,89299000,32417000,,,,,,,,,,,
1994,172699,WESTERN MICHIGAN UNIVERSITY,Michigan,,,,,,,,490085167,"Great Lakes: IL, IN, MI, OH, and WI",,,,,,,76237072,,,1837275,18163744,95725016,7450273,2504089,,,265578128,78731520,9437893,8895810,18333704,21910082,14061299,264856848,82683608,33270752,,,,,,,,,,,
1995,172699,WESTERN MICHIGAN UNIVERSITY,Michigan,,,,,,,,,,,,,,,,78439408,,,3816757,12202407,104822712,9277626,2379763,,,275350592,80848192,8683334,9629673,18313008,22773464,15064148,272930368,93781088,34049660,,,,,,,,,,,
1996,172699,WESTERN MICHIGAN UNIVERSITY,Michigan,,,,,,,,490085167,"Great Lakes: IL, IN, MI, OH, and WI",,,,,,,80027120,,,1999925,15148226,107996576,12479123,8633991,,,298414560,86019344,8278472,8675811,16954284,25286800,16172137,288822944,98488176,35571728,56876088,71558144,,,1449,0.522,,,,,
1997,172699,WESTERN MICHIGAN UNIVERSITY,Michigan,,,,,,,,490085167,"Great Lakes: IL, IN, MI, OH, and WI",,,,,,,88184016,,,920193,15589715,110314512,14213800,5761038,,,313637952,92297352,9986961,8213702,18200664,28663682,17171100,309701312,106018192,33207332,71558144,86669920,,,1452,0.507,,0.191711,0.58724,0.0648867,45955.5
1998,172699,WESTERN MICHIGAN UNIVERSITY,Michigan,,,,,,,,,,,,,,,,96296624,,,172703,15771344,113747744,9548447,5642832,,,334168224,94786424,12381093,8211972,20593064,29230848,17546768,328430688,111537296,33682328,86669920,102487648,,,1543,0.549,,0.173957,0.575792,0.0592285,48562
1999,172699,WESTERN MICHIGAN UNIVERSITY,Michigan,,,,,,,,490085167,"Great Lakes: IL, IN, MI, OH, and WI",,,,,,,105282968,,,1882184,15943585,119493888,12965020,3022007,,,353710752,102749288,10769265,9171571,19940836,32109272,19444720,359342912,132194632,42231804,102487648,116276608,,,1513,0.549,4831,0.161546,0.554153,0.0541526,51239.5
2000,172699,WESTERN MICHIGAN UNIVERSITY,Michigan,,,,,,,,,,,,,,,,115508496,,,74064,21213044,125842304,11737186,4110037,,,380885376,110860424,13628127,10044572,23672700,36491672,21021394,384849888,141196336,46709704,116276608,117519872,,,1683,0.532,5073,0.154139,0.539671,0.0513387,53375.5
2001,172699,WESTERN MICHIGAN UNIVERSITY,Michigan,0.840571133,0.404946312,13517,11362,4566,35,4601,490085167,"Great Lakes: IL, IN, MI, OH, and WI",,,,,,,135315744,121856432,,3834736,20991296,131887624,15905052,17963174,253279232,145650704,402860192,140148608,18785050,13404134,32189184,34230116,25039440,404672896,162540736,49384068,,,402860192,404672896,1661,0.532,5517,0.144075,0.525512,0.0455783,56805
2002,172699,WESTERN MICHIGAN UNIVERSITY,Michigan,0.80109904,0.352755657,15832,12683,4444,30,4474,,,,,,,,,149473712,134691760,,5558597,29719628,128161224,10409417,24141988,286233792,136931520,463651424,148152416,25346438,13129831,38476268,36876312,26121632,421860480,166064736,61185492,109755000,110543000,463651424,421860480,1803,0.561,6128,0.140023,0.523782,0.0438515,58183
2003,172699,WESTERN MICHIGAN UNIVERSITY,Michigan,0.822715232,0.342751348,15100,12423,4228,30,4258,49008-5167,"Great Lakes: IL, IN, MI, OH, and WI",,,,,,,168095536,152138832,,5595439,31171792,125011152,12398439,21364286,310823072,126576120,466071328,147831216,25120628,11816124,36936752,44822732,25327354,416497568,161135936,60195308,110543000,136786000,466071328,416497568,1980,0.547,6496,0.146991,0.52921,0.0452789,59381
2004,172699,WESTERN MICHIGAN UNIVERSITY,Michigan,0.850035436,0.313573453,14110,11994,3731,30,3761,49008-5167,"Great Lakes: IL, IN, MI, OH, and WI","Degree-granting, primarily baccalaureate or above",,,,,,176583984,159231552,,8097000,31692240,122797784,15559829,18614536,301654528,136263856,460007008,150898064,29319622,10471584,39791208,48441252,24462068,420716544,161870816,57068720,136786000,150242000,460007008,420716544,2341,0.544,6496,0.148225,0.519386,0.0438902,60995
2005,172699,Western Michigan University,Michigan,0.854347153,0.338705297,12928,11045,3698,43,3741,49008-5167,"Great Lakes: IL, IN, MI, OH, and WI","Degree-granting, primarily baccalaureate or above","20,000 and above",,,,,190016128,168553952,,10114828,29995726,122261336,9799054,28179772,320116736,126855464,452606080,155869328,30827170,10838978,41666148,44670404,24105556,437342080,165917376,63379900,150242000,168399008,452606080,437342080,2398,0.541,6821,0.142109,0.521751,0.0394798,59737
2006,172699,Western Michigan University,Michigan,0.857480981,0.349369085,11830,10144,3523,21,3544,,,,,,,,,187887792,165817824,,13132912,26806876,114369856,9475777,29230508,315252704,122611712,447048832,172724320,31311414,10506242,41817656,45151912,25305944,445108704,176609568,67580160,168399008,197742000,447048832,445108704,2444,0.536,6877,0.147243,0.520818,0.038308,59000
2007,172699,Western Michigan University,Michigan,0.862856177,0.34355708,11827,10205,3475,31,3506,,,,,,,,,195444256,170731712,,9576689,31762152,137196592,13341222,12172772,317788864,130419968,463512768,171948528,36101344,11143124,47244468,44924560,27253240,476889920,177240064,70177016,197742000,187996992,463512768,476889920,2448,0.551,7042,0.147525,0.518306,0.0400716,59988
2008,172699,Western Michigan University,Michigan,0.84895995,0.349972573,12884,10938,3806,22,3828,49008-5167,"Great Lakes: IL, IN, MI, OH, and WI","Degree-granting, primarily baccalaureate or above","20,000 and above",,,,,217527840,185789664,,10773920,31297186,130258496,18713678,24938322,340054848,133026864,476652256,171699856,28291744,10216279,38508024,46643828,27179674,491667904,192504608,78263056,187996992,141400000,476652256,491667904,2284,0.541,7377,0.160569,0.519535,0.0468609,58750.5
2009,172699,Western Michigan University,Michigan,0.828257533,0.311421047,12379,10253,3163,30,3193,,,,,,,,,228609808,191367520,,8624397,44611864,120729552,10943840,34991144,340795296,158474992,501666720,183984144,34977984,9927006,44904992,56523236,28246864,494820384,196523904,77380400,141400000,168667536,501666720,494820384,1943,0.522,7784,0.197296,0.503589,0.0587548,57126
2010,172699,Western Michigan University,Michigan,0.843392562,0.289747526,13901,11724,3354,43,3397,49008-5167,"Great Lakes: IL, IN, MI, OH, and WI","Degree-granting, primarily baccalaureate or above","20,000 and above",-85.6093,42.285,,,247031664,202730384,,8740241,50755228,120617856,14105750,35528640,363057568,170728016,536945216,189529536,31938180,11745727,43683908,61597152,29594610,506734880,201646384,80787744,168667536,198436176,536945216,506734880,2068,0.559,8095,0.197158,0.530173,0.0530279,47978
2011,172699,Western Michigan University,Michigan,0.831610352,0.264141498,14413,11986,3132,34,3166,49008-5200,"Great Lakes: IL, IN, MI, OH, and WI","Degree-granting, primarily baccalaureate or above","20,000 and above",-85.6151,42.2826,0.052,4836,267224112,219868992,,9556874,46927480,105008168,14895849,37581760,381326752,143110208,563659648,192252688,26890548,12236259,39126808,59571520,28136540,522380000,203255728,77553136,198436176,204124384,563659648,522380000,1965,0.556,8249,0.189708,0.537909,0.0497661,47238.5
2012,172699,Western Michigan University,Michigan,0.833321416,0.259653338,13985,11654,2989,37,3026,,,,,,,0.08,4981,271531488,223204256,,7312475,43977988,105240976,43396888,42661888,385054784,180370928,580193600,195240128,23428716,12096377,35525092,59777100,29362004,557917696,206175808,80355744,204124384,262300256,580193600,557917696,1907,0.549,8414,0.212416,0.521108,0.0561605,47223
2013,172699,Western Michigan University,Michigan,0.828465905,0.263353422,14621,12113,3158,32,3190,,,,,,,0.077,5194,278579872,232755888,,7192274,42744808,107351536,43335400,40119624,381920992,186456928,575961920,205762592,22866388,12689521,35555908,60284048,30865188,561801152,208271216,84824472,262300256,319998560,575961920,561801152,2054,0.54,8687,0.212058,0.516916,0.0563221,50696
2014,172699,Western Michigan University,Michigan,0.840591091,0.255796178,14008,11775,2970,42,3012,49008-5200,"Great Lakes: IL, IN, MI, OH, and WI","Degree-granting, primarily baccalaureate or above","20,000 and above",-85.6151,42.2826,0.061,5936,286203232,231571648,,8172439,41768080,114317168,31253332,41899992,382352608,164190768,549062656,208488784,21280430,13095364,34375792,65491760,31499052,542337216,211432224,87901904,319998560,330052480,549062656,542337216,1721,0.544,8943,0.190757,0.526409,0.0505777,51884.5
2015,172699,Western Michigan University,Michigan,0.823789127,0.239020878,15175,12501,2953,35,2988,,,,,,,0.059,6204,289485504,232548912,,7073939,42242820,115401336,44326520,43116164,385110912,178542864,573276224,221205344,22801658,9724583,32526240,67383568,24323908,592096832,218844384,102405280,330052480,345457632,573276224,592096832,1765,0.527,9238,0.183431,0.525785,0.0469747,52278.5
2016,172699,Western Michigan University,Michigan,0.823110262,0.261490406,13613,11205,2891,39,2930,49008-5200,"Great Lakes: IL, IN, MI, OH, and WI","Degree-granting, primarily baccalaureate or above","20,000 and above",-85.6151,42.2826,0.062,6093,298118048,239409680,,7478606,40100476,119397168,40009540,44061860,396061376,189241616,590189760,230936672,24093220,9797946,33891168,69198752,24658116,576984256,223505872,102503872,345457632,386620992,590189760,576984256,1589,0.508,9561,0.182251,0.544373,0.043813,51033.5
2017,172699,Western Michigan University,Michigan,0.823178854,0.270675411,14263,11741,3138,40,3178,,,,,,,0.066,6023,304262464,243427392,,7873129,43343076,121165680,32088448,44736440,404352384,182978800,588669184,233653792,20337778,9027300,29365078,64738728,24892798,558026368,227952640,96233976,386620992,408264128,588669184,558026368,,,9848,,,,
1990,173920,MANKATO STATE UNIVERSITY,Minnesota,,,,,,,,,,,,,,,,25967614,,,,8907834,45000696,2083731,1777342,,,98447416,36984436,793403,759586,1552989,9342498,8980613,93512560,47742088,11033763,,,,,,,,,,,
1991,173920,MANKATO STATE UNIVERSITY,Minnesota,,,,,,,,56001,"Plains: IA, KS, MN, MO, NE, ND, and SD",,,,,,,28501896,,,,9364372,44866748,2101732,1656250,,,100929744,39390820,1103785,861710,1965495,10875703,9508740,100279672,49366856,11054951,,,,,,,,,,,
1992,173920,MANKATO STATE UNIVERSITY,Minnesota,,,,,,,,56001,"Plains: IA, KS, MN, MO, NE, ND, and SD",,,,,,,28819932,,,,9934233,46263068,1932596,2750103,,,104786480,41461088,1121496,911186,2032682,10713738,9450543,103619904,49760776,11412355,,,,,,,2640,,,,
1993,173920,MANKATO STATE UNIVERSITY,Minnesota,,,,,,,,56001,"Plains: IA, KS, MN, MO, NE, ND, and SD",,,,,,,28187952,,,,7947007,46031380,1859702,2618767,,,101686840,40815776,778636,1355157,2133793,9311039,9234381,100878096,48109928,11613956,,,,,,,2643,,,,
1994,173920,MANKATO STATE UNIVERSITY,Minnesota,,,,,,,,560028400,"Plains: IA, KS, MN, MO, NE, ND, and SD",,,,,,,28755120,,,,7632267,46941232,2123859,4013988,,,105475584,41789336,829754,867192,1696946,10572826,6011892,101661840,47782800,11826698,,,,,,,2768,,,,
1995,173920,MANKATO STATE UNIVERSITY,Minnesota,,,,,,,,560028400,"Plains: IA, KS, MN, MO, NE, ND, and SD",,,,,,,30120368,,,,7052945,43531992,2373061,4209951,,,104335008,39008568,989688,1100909,2090597,9346215,8076578,104663864,47551636,10993049,,,,,,,2923,,,,
