,year,unitid,inst_name,state_name,number_applied,number_admitted,number_enrolled_ft,number_enrolled_pt,number_enrolled_total,zip,region,inst_category,inst_size,longitude,latitude,default_rate,default_rate_denom,rev_tuition_fees_gross,rev_tuition_fees_net,rev_appropriations_local,rev_grants_contracts_local,rev_fed_approps_grants,rev_state_local_approps_grants,rev_gifts_grants_contracts,rev_other,rev_operating,rev_nonoperating,rev_total_current,exp_instruc_total,exp_research_total,exp_pub_serv_total,exp_res_pub_serv_total,exp_acad_supp_total,exp_student_serv_total,exp_total_current,exp_total_salaries,exp_total_benefits,endowment_beg,endowment_end,total_revenues_additions,total_expenses_deductions,completers_150pct,completion_rate_150pct,room_board_charge,independent_pct,female_pct,married_pct,faminc_med
106859,2013,232423,James Madison University,Virginia,22648.0,14394.0,4323.0,2.0,4325.0,22807,"Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","Degree-granting, primarily baccalaureate or above","20,000 and above",-78.8717,38.4353,0.025,2514.0,191089104.0,177989680.0,,6026609.0,24384080.0,96111232.0,847606.0,1453033,370631328.0,94940208.0,508087296.0,170775392.0,5846697.0,15854100.0,21700796.0,48076436.0,19539100.0,458815840.0,168062656.0,54087376.0,66977944.0,78385616.0,508087296.0,458815840.0,3261.0,0.8240000000000001,,0.0526316,0.609353,0.0128023,94483
106862,2013,232557,Liberty University,Virginia,48054.0,10405.0,3189.0,1501.0,4690.0,24515,"Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","Degree-granting, primarily baccalaureate or above","20,000 and above",-79.1797,37.3503,0.079,14181.0,829231296.0,651013248.0,,,2204099.0,15498319.0,9055764.0,43293008,,,860626688.0,151280912.0,45842.0,9517720.0,9563562.0,34607420.0,147271648.0,539231936.0,228142416.0,46283608.0,101837312.0,126421720.0,860626688.0,539231936.0,1565.0,0.511,7976.0,0.765171,0.626472,0.401785,26904
106878,2013,232982,Old Dominion University,Virginia,10201.0,7833.0,2909.0,34.0,2943.0,23529,"Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","Degree-granting, primarily baccalaureate or above","20,000 and above",-76.3097,36.8849,0.068,4411.0,155958656.0,130357976.0,,1387772.0,34465560.0,132062768.0,11211579.0,32055510,245109728.0,173340336.0,452857440.0,173046320.0,11153621.0,739399.0,11893020.0,50574312.0,18391096.0,412744672.0,180544112.0,46009328.0,166820288.0,185642704.0,452857440.0,412744672.0,1422.0,0.516,,0.353227,0.590091,0.136016,41695.5
106911,2013,233921,Virginia Polytechnic Institute and State University,Virginia,19112.0,13432.0,5360.0,4.0,5364.0,24061-0131,"Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","Degree-granting, primarily baccalaureate or above","20,000 and above",-80.4233,37.2286,0.026000000000000002,4211.0,477031520.0,383566304.0,,49848504.0,254659888.0,306111616.0,60489324.0,17337864,934062080.0,340468288.0,1350457344.0,353631456.0,364930752.0,121616104.0,486546848.0,93962528.0,17579946.0,1249336832.0,577180288.0,147799440.0,653699968.0,788800000.0,1350457344.0,1249336832.0,4500.0,0.826,,0.0593356,0.4271,0.0117511,84039
106913,2013,234030,Virginia Commonwealth University,Virginia,14156.0,9786.0,3513.0,12.0,3525.0,23284-2512,"Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","Degree-granting, primarily baccalaureate or above","20,000 and above",-77.4536,37.5476,0.06,5822.0,366278816.0,289330656.0,,17566606.0,176978576.0,227850592.0,41986816.0,15121424,668936896.0,308072576.0,1013962880.0,369131008.0,182682448.0,6746887.0,189429328.0,95575928.0,28147812.0,953830400.0,433782944.0,116247280.0,562215232.0,639430528.0,1013962880.0,953830400.0,2154.0,0.5920000000000001,,0.205424,0.595142,0.0467269,51783
106914,2013,234076,University of Virginia-Main Campus,Virginia,28984.0,8691.0,3519.0,1.0,3520.0,22903-2628,"Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","Degree-granting, primarily baccalaureate or above","20,000 and above",-78.5026,38.0365,0.017,2502.0,539678656.0,448217632.0,,44848004.0,224686928.0,195219984.0,149081344.0,52692424,2142491008.0,1166077056.0,3378173696.0,405715200.0,332297280.0,41814084.0,374111360.0,156691504.0,52567300.0,2523243520.0,1023225280.0,265534416.0,5106876416.0,5876310016.0,3378173696.0,2523243520.0,3061.0,0.9420000000000001,,0.0942502,0.544754,0.0248963,76157
106992,2013,240444,University of Wisconsin-Madison,Wisconsin,23324.0,15841.0,6275.0,4.0,6279.0,53706-1380,"Great Lakes: IL, IN, MI, OH, and WI","Degree-granting, primarily baccalaureate or above","20,000 and above",-89.4054,43.0739,0.016,5483.0,510057344.0,431454720.0,,231966048.0,539992384.0,690106240.0,260456144.0,228238848,1739574656.0,780838400.0,2591882752.0,547063296.0,991499968.0,171222656.0,1162722560.0,192680928.0,117888736.0,2543766528.0,1130959104.0,343391552.0,2295273216.0,3133196800.0,2591882752.0,2543766528.0,4819.0,0.8370000000000001,,0.0694651,0.53108,0.0160971,84287
106993,2013,240453,University of Wisconsin-Milwaukee,Wisconsin,8944.0,7699.0,3398.0,94.0,3492.0,53201-0413,"Great Lakes: IL, IN, MI, OH, and WI","Degree-granting, primarily baccalaureate or above","20,000 and above",-87.8805,43.0768,0.061,7147.0,223620224.0,196133376.0,,17103368.0,67209696.0,136912720.0,1505078.0,31074244,361832896.0,153993008.0,559101696.0,201761456.0,53235992.0,33833448.0,87069440.0,53599864.0,61730656.0,532329312.0,258878144.0,85026816.0,94484368.0,102385384.0,559101696.0,532329312.0,1741.0,0.435,,0.254083,0.542727,0.053741,46588.5
106997,2013,243780,Purdue University-Main Campus,Indiana,31083.0,18779.0,6388.0,34.0,6422.0,47907-2040,"Great Lakes: IL, IN, MI, OH, and WI","Degree-granting, primarily baccalaureate or above","20,000 and above",-86.9144,40.4282,0.051,5632.0,690766208.0,604261056.0,7569613.0,84928552.0,266069328.0,403429824.0,82379032.0,32046404,1233044096.0,731849344.0,2014341760.0,650240640.0,276394432.0,158321376.0,434715808.0,143705328.0,35641184.0,1656273408.0,715783552.0,234294448.0,2189202432.0,2445541888.0,2014341760.0,1656273408.0,5149.0,0.73,,0.0705838,0.469426,0.0245345,72877.5
107318,2012,150136,Ball State University,Indiana,16964.0,10353.0,3543.0,13.0,3556.0,47306,"Great Lakes: IL, IN, MI, OH, and WI","Degree-granting, primarily baccalaureate or above","20,000 and above",-85.4089,40.1989,0.085,3915.0,217476256.0,149699760.0,,7146986.0,31900692.0,151453040.0,7212364.0,13340894,251330624.0,180293568.0,449299392.0,196679984.0,9378851.0,13203258.0,22582108.0,58541740.0,19929618.0,428786848.0,202770288.0,64192460.0,162212336.0,171650304.0,449299392.0,428786848.0,2225.0,0.594,8502.0,0.105324,0.58077,0.0310158,60820.5
107344,2012,151111,Indiana University-Purdue University-Indianapolis,Indiana,11350.0,7612.0,3049.0,310.0,3359.0,46202-5143,"Great Lakes: IL, IN, MI, OH, and WI","Degree-granting, primarily baccalaureate or above","20,000 and above",-86.1722,39.7729,0.085,6647.0,334681440.0,285475584.0,,78705312.0,222358144.0,308435488.0,43061996.0,174638048,875803840.0,314160704.0,1195021952.0,415341280.0,178914656.0,91982640.0,270897280.0,222805392.0,39399908.0,1150123392.0,546140224.0,191948832.0,634978944.0,709877056.0,1195021952.0,1150123392.0,1139.0,0.41600000000000004,7944.0,0.329829,0.602803,0.107578,38959
107352,2012,151351,Indiana University-Bloomington,Indiana,35247.0,26228.0,7579.0,34.0,7613.0,47405-7000,"Great Lakes: IL, IN, MI, OH, and WI","Degree-granting, primarily baccalaureate or above","20,000 and above",-86.5269,39.1664,0.064,5971.0,788763648.0,654939264.0,,61736756.0,149474144.0,271140064.0,54291160.0,40397044,1141714560.0,319466496.0,1478126720.0,543761088.0,111346216.0,54603928.0,165950144.0,123672464.0,54307972.0,1352296064.0,609885888.0,201314400.0,772185088.0,835123328.0,1478126720.0,1352296064.0,5522.0,0.77,,0.055771,0.525997,0.0109355,70874
107459,2012,212054,Drexel University,Pennsylvania,40586.0,30382.0,3104.0,12.0,3116.0,19104,"Mid East: DE, DC, MD, NJ, NY, and PA","Degree-granting, primarily baccalaureate or above","20,000 and above",-75.1887,39.9549,0.043,4785.0,757635200.0,571078976.0,,1655000.0,85022000.0,15681000.0,67882000.0,15209000,,,999379968.0,325782400.0,113180200.0,10110005.0,123290208.0,193516640.0,56532440.0,891846976.0,429556192.0,92147136.0,555380992.0,586937984.0,999379968.0,891846976.0,1571.0,0.695,,0.294048,0.520558,0.0903963,62373
107578,2012,214777,Pennsylvania State University-Main Campus,Pennsylvania,45502.0,23855.0,7346.0,20.0,7366.0,16802-1589,"Mid East: DE, DC, MD, NJ, NY, and PA","Degree-granting, primarily baccalaureate or above","20,000 and above",-77.8616,40.8007,0.08,15881.0,1593399040.0,1466676992.0,,,491854976.0,368408000.0,338505984.0,429279008,,,5177726976.0,1064937024.0,794780032.0,74243000.0,869023040.0,310638016.0,158044992.0,4336480768.0,1883175936.0,405496992.0,1772920960.0,1924142976.0,5177726976.0,4336480768.0,5508.0,0.848,,0.189797,0.497155,0.072549,59922
107594,2012,215062,University of Pennsylvania,Pennsylvania,31218.0,3935.0,2461.0,0.0,2461.0,19104-6303,"Mid East: DE, DC, MD, NJ, NY, and PA","Degree-granting, primarily baccalaureate or above","20,000 and above",-75.1936,39.951,0.016,3437.0,1077332992.0,797144000.0,,2847000.0,731251968.0,73272000.0,584505984.0,,,,7186781184.0,1128392960.0,718140032.0,33389000.0,751529024.0,730075008.0,70099000.0,5896431104.0,2575879936.0,786008000.0,6754657792.0,7741395968.0,7186781184.0,5896431104.0,2241.0,0.9570000000000001,,0.374961,0.552883,0.048412,41371
107604,2012,215293,University of Pittsburgh-Pittsburgh Campus,Pennsylvania,23409.0,13544.0,3757.0,11.0,3768.0,15260,"Mid East: DE, DC, MD, NJ, NY, and PA","Degree-granting, primarily baccalaureate or above","20,000 and above",-79.9547,40.4445,0.044000000000000004,7181.0,620255808.0,471386080.0,,2310006.0,666064576.0,200167200.0,136506144.0,81145512,,,2114198656.0,484975840.0,670076800.0,85706056.0,755782848.0,215944496.0,111146592.0,1780785920.0,805360832.0,241714912.0,2600313600.0,2956738816.0,2240028928.0,1876904704.0,2756.0,0.804,,0.0994533,0.523257,0.0257984,72354
107703,2012,232186,George Mason University,Virginia,14703.0,9667.0,2681.0,13.0,2694.0,22030-4444,"Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","Degree-granting, primarily baccalaureate or above","20,000 and above",-77.3079,38.8309,0.027000000000000003,4501.0,331317216.0,287178560.0,,21774002.0,108475736.0,161271392.0,2610056.0,9204825,562731008.0,166049792.0,779985600.0,322311296.0,84302232.0,23819600.0,108121832.0,68635184.0,30747672.0,739216896.0,344625952.0,86489200.0,51846324.0,59260528.0,779985600.0,739216896.0,1450.0,0.667,,0.303374,0.554003,0.0978097,45120
107712,2012,232557,Liberty University,Virginia,,,,,,24502,"Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","Degree-granting, primarily baccalaureate or above","20,000 and above",-79.1797,37.3503,0.07400000000000001,9109.0,748777408.0,591821696.0,,,2113964.0,,15376201.0,38715440,,,724146816.0,134072152.0,6812.0,6244809.0,6251621.0,28424048.0,96971896.0,469506560.0,198670288.0,41329748.0,58646616.0,101837312.0,724146816.0,469506560.0,1362.0,0.502,7250.0,0.788334,0.634203,0.402042,24684
107729,2012,232982,Old Dominion University,Virginia,10361.0,7631.0,2675.0,33.0,2708.0,23529,"Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","Degree-granting, primarily baccalaureate or above","20,000 and above",-76.3097,36.8849,0.065,3981.0,144345264.0,120046416.0,,2228084.0,32761816.0,123990968.0,9286061.0,22160270,227945072.0,160721152.0,411212256.0,163158576.0,9092987.0,511932.0,9604919.0,48929300.0,16988120.0,389108480.0,172135984.0,41687488.0,154600688.0,166820288.0,411212256.0,389108480.0,1286.0,0.512,,0.360363,0.595091,0.143907,41715
107762,2012,233921,Virginia Polytechnic Institute and State University,Virginia,20191.0,14210.0,5481.0,6.0,5487.0,24061-0131,"Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","Degree-granting, primarily baccalaureate or above","20,000 and above",-80.4349,37.2375,0.027000000000000003,3953.0,447752864.0,360814176.0,,47609032.0,253406032.0,292657760.0,54437584.0,15621169,893450304.0,318672960.0,1321133824.0,331154784.0,352857728.0,113600128.0,466457856.0,79977488.0,16638114.0,1174902656.0,541761856.0,145929520.0,588300032.0,653699968.0,1321133824.0,1174902656.0,4214.0,0.8240000000000001,,0.0620438,0.421314,0.0128467,85003
107764,2012,234030,Virginia Commonwealth University,Virginia,14587.0,9416.0,3544.0,10.0,3554.0,23284-2512,"Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","Degree-granting, primarily baccalaureate or above","20,000 and above",-77.4536,37.5476,0.067,5389.0,345699744.0,274977728.0,,17816664.0,176356576.0,217537328.0,44112296.0,8950794,643986496.0,270743328.0,967674944.0,363877088.0,165383744.0,7342623.0,172726368.0,85962936.0,25307984.0,903748800.0,419319936.0,101712656.0,438139744.0,562215232.0,967674944.0,903748800.0,2160.0,0.568,,0.200766,0.594531,0.0503245,50944
107765,2012,234076,University of Virginia-Main Campus,Virginia,27178.0,8031.0,3399.0,1.0,3400.0,22903-2628,"Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","Degree-granting, primarily baccalaureate or above","20,000 and above",-78.5026,38.0365,0.028999999999999998,2615.0,503085312.0,421235200.0,,53286992.0,244070096.0,201910528.0,147441904.0,55044288,2063192448.0,862749312.0,3007819264.0,397307584.0,356575360.0,38159412.0,394734784.0,156677520.0,53258792.0,2450365952.0,988998784.0,266863040.0,4734894592.0,5106876416.0,3007819264.0,2450365952.0,3021.0,0.9309999999999999,,0.103028,0.535123,0.0293475,76593
107849,2012,243780,Purdue University-Main Campus,Indiana,31124.0,19127.0,6445.0,31.0,6476.0,47907-2040,"Great Lakes: IL, IN, MI, OH, and WI","Degree-granting, primarily baccalaureate or above","20,000 and above",-86.9144,40.4282,0.053,5104.0,684972672.0,606587968.0,8046868.0,72388232.0,277485888.0,376128672.0,57166892.0,48030816,1225821824.0,576754944.0,1837678720.0,615354688.0,274405088.0,147637664.0,422042752.0,145896144.0,37023064.0,1618365312.0,709923520.0,280657376.0,1861079296.0,2189202432.0,1837678720.0,1618365312.0,4777.0,0.6990000000000001,,0.0866162,0.466867,0.0301331,69140.5
108165,2011,150136,Ball State University,Indiana,14302.0,9659.0,3830.0,14.0,3844.0,47306,"Great Lakes: IL, IN, MI, OH, and WI","Degree-granting, primarily baccalaureate or above","20,000 and above",-85.4089,40.1989,0.054000000000000006,3597.0,213108848.0,149074064.0,,8650838.0,35227280.0,152218080.0,3630992.0,10273878,254504224.0,181824464.0,455815328.0,187078192.0,12306155.0,10889541.0,23195696.0,52535880.0,19369250.0,419466720.0,199491024.0,64309736.0,159198896.0,162212336.0,455815328.0,419466720.0,2262.0,0.573,8472.0,0.114461,0.57343,0.0357768,58721
108203,2011,151111,Indiana University-Purdue University-Indianapolis,Indiana,10164.0,7048.0,2809.0,250.0,3059.0,46202-5143,"Great Lakes: IL, IN, MI, OH, and WI","Degree-granting, primarily baccalaureate or above","20,000 and above",-86.1722,39.7729,0.055,6518.0,317213408.0,269473696.0,,69435488.0,242340256.0,295352320.0,50981988.0,167226608,872487168.0,304879648.0,1188217344.0,398734912.0,180186304.0,98518808.0,278705120.0,204003920.0,38287340.0,1118030336.0,525414432.0,197027120.0,632003904.0,634978944.0,1188217344.0,1118030336.0,971.0,0.386,7944.0,0.344103,0.600712,0.11393,39360
108216,2011,151351,Indiana University-Bloomington,Indiana,35218.0,25455.0,7383.0,41.0,7424.0,47405-7000,"Great Lakes: IL, IN, MI, OH, and WI","Degree-granting, primarily baccalaureate or above","20,000 and above",-86.5269,39.1664,0.034,5582.0,760535296.0,638672256.0,,34263896.0,147290464.0,251959088.0,51080700.0,54219096,1063581120.0,366481696.0,1451211520.0,529700352.0,112966328.0,52364872.0,165331200.0,93940584.0,51881504.0,1303653760.0,607377984.0,186874432.0,807627328.0,772185088.0,1451211520.0,1303653760.0,5430.0,0.753,,0.0615126,0.519451,0.0141193,70027
108568,2011,232186,George Mason University,Virginia,17548.0,9263.0,2645.0,20.0,2665.0,22030-4444,"Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","Degree-granting, primarily baccalaureate or above","20,000 and above",-77.3079,38.8309,0.026000000000000002,4035.0,311729152.0,270868480.0,,20384934.0,108768056.0,144274944.0,2124403.0,8596340,526079232.0,150497024.0,718814656.0,304863040.0,80714640.0,24081804.0,104796448.0,64229464.0,28105168.0,694430848.0,328268832.0,76793944.0,51608372.0,51846324.0,718814656.0,694430848.0,1576.0,0.659,,0.30658,0.553696,0.097629,45969
108577,2011,232557,Liberty University,Virginia,,,,,,24502,"Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","Degree-granting, primarily baccalaureate or above","20,000 and above",-79.1797,37.3503,0.071,6584.0,660219648.0,523432224.0,,,2065280.0,,14174605.0,30490878,,,630885120.0,114973248.0,24582.0,5537640.0,5562222.0,24126236.0,80068416.0,417055712.0,168063392.0,34540304.0,54132120.0,58646616.0,630885120.0,417055712.0,932.0,0.46,6680.0,0.779372,0.628215,0.409418,25546
108594,2011,232982,Old Dominion University,Virginia,10315.0,7770.0,2695.0,55.0,2750.0,23529,"Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","Degree-granting, primarily baccalaureate or above","20,000 and above",-76.3097,36.8849,0.046,3867.0,136684624.0,113652032.0,,2378251.0,31105576.0,112412360.0,8940861.0,20678608,223967888.0,151001616.0,386855680.0,154793280.0,8602233.0,535552.0,9137785.0,50096920.0,15872858.0,376579808.0,165903872.0,37250316.0,153916128.0,154600688.0,386855680.0,376579808.0,1010.0,0.491,,0.346193,0.592148,0.144926,43328
108627,2011,233921,Virginia Polytechnic Institute and State University,Virginia,20828.0,13860.0,5216.0,5.0,5221.0,24061-0131,"Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","Degree-granting, primarily baccalaureate or above","20,000 and above",-80.4349,37.2375,0.018000000000000002,3676.0,419699712.0,337533984.0,,45891820.0,224462176.0,276127456.0,53979956.0,19728082,825022912.0,303071232.0,1206088960.0,306389120.0,330247904.0,101042704.0,431290624.0,76582032.0,15671024.0,1094047104.0,521469760.0,115010064.0,593699968.0,588300032.0,1206088960.0,1094047104.0,4202.0,0.8270000000000001,,0.0601765,0.415738,0.0115724,87815
108629,2011,234030,Virginia Commonwealth University,Virginia,13182.0,9346.0,3715.0,27.0,3742.0,23284-2512,"Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","Degree-granting, primarily baccalaureate or above","20,000 and above",-77.4536,37.5476,0.05,4920.0,330577696.0,264342416.0,,18954828.0,176890880.0,206018608.0,39351500.0,14159778,626750912.0,266264608.0,964979712.0,337844064.0,148450800.0,8121259.0,156572064.0,77228152.0,21809648.0,837970624.0,404865408.0,88917960.0,286989568.0,438139744.0,964979712.0,837970624.0,1934.0,0.561,,0.188104,0.603822,0.0475628,52825.5
108630,2011,234076,University of Virginia-Main Campus,Virginia,23583.0,7847.0,3438.0,1.0,3439.0,22903,"Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","Degree-granting, primarily baccalaureate or above","20,000 and above",-78.5026,38.0365,0.023,2423.0,481621504.0,400514976.0,,48948684.0,253391440.0,184570128.0,131740512.0,58194260,2011618304.0,499182752.0,2605961984.0,375738528.0,344879808.0,36840912.0,381720704.0,144781872.0,49109620.0,2366239232.0,956581952.0,225765040.0,4707592704.0,4734894592.0,2605961984.0,2366239232.0,2872.0,0.934,,0.102684,0.564761,0.0280047,73232.5
108711,2011,240444,University of Wisconsin-Madison,Wisconsin,21689.0,14417.0,5920.0,7.0,5927.0,53706-1380,"Great Lakes: IL, IN, MI, OH, and WI","Degree-granting, primarily baccalaureate or above","20,000 and above",-89.4054,43.0739,0.013999999999999999,5030.0,445419840.0,378641408.0,,267311744.0,557501056.0,657717504.0,234166048.0,206224832,1723915264.0,662236992.0,2634956032.0,511654464.0,930914752.0,182072224.0,1112987008.0,174750672.0,118649680.0,2350305536.0,1079518848.0,327847680.0,2171258112.0,2068494848.0,2634956032.0,2350305536.0,4608.0,0.818,,0.0808165,0.535514,0.0192193,79866
108712,2011,240453,University of Wisconsin-Milwaukee,Wisconsin,9137.0,8227.0,3731.0,96.0,3827.0,53201-0413,"Great Lakes: IL, IN, MI, OH, and WI","Degree-granting, primarily baccalaureate or above","20,000 and above",-87.8805,43.0768,0.057,6226.0,224198112.0,196087408.0,,16748000.0,71229824.0,120966152.0,6075.0,38052908,357343776.0,136175232.0,514623520.0,199374560.0,53403092.0,27166632.0,80569728.0,53476864.0,56708852.0,509504256.0,245303088.0,79875208.0,88340544.0,85776872.0,514623520.0,509504256.0,1691.0,0.425,,0.261849,0.543091,0.0549613,48436
108716,2011,243780,Purdue University-Main Campus,Indiana,29721.0,20318.0,6773.0,48.0,6821.0,47907-2040,"Great Lakes: IL, IN, MI, OH, and WI","Degree-granting, primarily baccalaureate or above","20,000 and above",-86.9144,40.4282,0.027999999999999997,5071.0,652278080.0,581452544.0,8775138.0,68992072.0,288262848.0,395169408.0,67559416.0,41781536,1210213376.0,465647424.0,1696652288.0,587200000.0,274562080.0,145997200.0,420559296.0,144487232.0,36428652.0,1569161856.0,681351744.0,280451712.0,1944304640.0,1861079296.0,1696652288.0,1569161856.0,5160.0,0.6940000000000001,,0.0883419,0.445555,0.0329634,69089
109024,2010,150136,Ball State University,Indiana,17463.0,11298.0,3864.0,18.0,3882.0,47306,"Great Lakes: IL, IN, MI, OH, and WI","Degree-granting, primarily baccalaureate or above","20,000 and above",-85.40899999999999,40.1978,,,199466096.0,135136960.0,,13980187.0,36607928.0,163158864.0,5412971.0,15413067,240662432.0,195612512.0,451076064.0,189665520.0,19976786.0,10234363.0,30211148.0,49200580.0,21656410.0,418772960.0,195638400.0,65410876.0,137803904.0,159198896.0,451076064.0,418772960.0,2059.0,0.563,8208.0,0.117508,0.566199,0.0395831,59558
109062,2010,151111,Indiana University-Purdue University-Indianapolis,Indiana,11765.0,7452.0,2684.0,241.0,2925.0,46202-5143,"Great Lakes: IL, IN, MI, OH, and WI","Degree-granting, primarily baccalaureate or above","20,000 and above",-86.1755,39.7735,,,300528000.0,252419584.0,,66675760.0,254312176.0,291067232.0,47211468.0,150017792,863124992.0,313585664.0,1182636544.0,411842336.0,179972368.0,97311104.0,277283456.0,158684448.0,33265132.0,1094614784.0,518552960.0,192766992.0,520478144.0,632003904.0,1182636544.0,1094614784.0,778.0,0.325,7944.0,0.355505,0.596087,0.124204,40881
109076,2010,151351,Indiana University-Bloomington,Indiana,36719.0,25391.0,6985.0,35.0,7020.0,47405-7000,"Great Lakes: IL, IN, MI, OH, and WI","Degree-granting, primarily baccalaureate or above","20,000 and above",-86.5268,39.1664,,,715038144.0,603143040.0,,37955980.0,153950592.0,286155168.0,54755508.0,34580800,1012114176.0,406143776.0,1438451968.0,502809408.0,115281872.0,51012000.0,166293872.0,100803824.0,50480392.0,1272259328.0,605949952.0,195042656.0,722778048.0,807627328.0,1438451968.0,1272259328.0,4973.0,0.72,,0.0631808,0.509614,0.0156294,72081
109432,2010,232186,George Mason University,Virginia,17229.0,8901.0,2580.0,24.0,2604.0,22030-4444,"Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","Degree-granting, primarily baccalaureate or above","20,000 and above",-77.3108,38.8351,,,287507680.0,250270960.0,,18350228.0,104757008.0,124642208.0,1482920.0,27458420,486810016.0,152280896.0,672639680.0,284861120.0,74990456.0,21894268.0,96884720.0,60024324.0,27073618.0,650839488.0,307829792.0,72694672.0,44983452.0,51608372.0,672639680.0,650839488.0,1582.0,0.645,,0.306519,0.552515,0.0960787,48345
109441,2010,232557,Liberty University,Virginia,,,,,,24502,"Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","Degree-granting, primarily baccalaureate or above","20,000 and above",-79.1735,37.3544,,,535484320.0,424449312.0,,,1577627.0,,11616671.0,26254172,,,525334592.0,94712432.0,19451.0,4545085.0,4564536.0,22365476.0,64757992.0,323171072.0,141912496.0,30088726.0,50659152.0,54132120.0,525334592.0,323171072.0,911.0,0.47600000000000003,6296.0,0.735344,0.603653,0.417932,29935
109458,2010,232982,Old Dominion University,Virginia,10538.0,7314.0,2611.0,56.0,2667.0,23529,"Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","Degree-granting, primarily baccalaureate or above","20,000 and above",-76.3032,36.8894,,,127416736.0,105775240.0,,2665197.0,32416864.0,111273712.0,9106859.0,41035040,210805648.0,161003520.0,395158368.0,151097616.0,6997079.0,423026.0,7420105.0,48714960.0,15381180.0,362508320.0,156238640.0,38604904.0,136879136.0,153916128.0,395158368.0,362508320.0,1027.0,0.5,,0.332792,0.58433,0.137086,44725
109491,2010,233921,Virginia Polytechnic Institute and State University,Virginia,19981.0,13389.0,5198.0,7.0,5205.0,24061-0131,"Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","Degree-granting, primarily baccalaureate or above","20,000 and above",-80.4209,37.2267,,,388875680.0,311371168.0,,38657920.0,219671344.0,288823200.0,49063168.0,39399416,771252480.0,347040160.0,1168783616.0,287990848.0,312655616.0,92061040.0,404716672.0,70457616.0,15814667.0,1040541440.0,484472416.0,132933136.0,497100000.0,593699968.0,1168783616.0,1040541440.0,4102.0,0.816,,0.0615014,0.419355,0.0122098,87587
109493,2010,234030,Virginia Commonwealth University,Virginia,12924.0,9180.0,3533.0,21.0,3554.0,23284-2512,"Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","Degree-granting, primarily baccalaureate or above","20,000 and above",-77.4524,37.5493,,,303211936.0,241656160.0,,17886200.0,193964480.0,216756336.0,38109132.0,24695484,605899456.0,285972544.0,911306176.0,335826240.0,160407056.0,7023802.0,167430864.0,70836520.0,23118514.0,825959936.0,390150944.0,96755120.0,243510448.0,286989568.0,911306176.0,825959936.0,1822.0,0.531,,0.194161,0.599056,0.0502689,54123
109494,2010,234076,University of Virginia-Main Campus,Virginia,22124.0,7212.0,3245.0,1.0,3246.0,22903,"Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","Degree-granting, primarily baccalaureate or above","20,000 and above",-78.5095,38.0338,,,447782016.0,371965632.0,,47304576.0,258005024.0,197872240.0,147280000.0,83136032,1867606912.0,1184638592.0,3118639872.0,382258176.0,354706688.0,33714236.0,388420928.0,134019464.0,48032404.0,2241161216.0,922395584.0,219387520.0,3861912576.0,4707592704.0,3118639872.0,2241161216.0,2911.0,0.9390000000000001,,0.0988669,0.564023,0.0280453,71126.5
