"year","unitid","inst_name","state_name","number_applied","number_admitted","number_enrolled_ft","number_enrolled_pt","number_enrolled_total","zip","county_name","region","inst_control","institution_level","sector","postsec_public_active_title_iv","longitude","latitude","rev_tuition_fees_gross","rev_tuition_fees_net","rev_appropriations_fed","rev_appropriations_state","rev_appropriations_local","rev_grants_contracts_federal","rev_grants_contracts_state","rev_grants_contracts_local","rev_gifts_grants_contracts","rev_total_current","sch_total_student_aid","sch_exp_net_fellowships","exp_instruc_total","exp_instruc_salaries","exp_res_pub_serv_total","exp_res_pub_serv_salaries","exp_acad_inst_student_total","exp_acad_inst_student_salaries","exp_aux_ent_total","exp_aux_ent_salaries","exp_net_grant_aid_total","exp_net_grant_aid_salaries","exp_total_current","exp_total_salaries","endowment_beg","endowment_end","total_revenues_additions","total_expenses_deductions","net_position_beginning","net_position_end","cpi","hepi","heca","calc_fte"
"2013","228501","Sul Ross State University","Texas","1638","855","302","8","310","79832","Brewster County","Southwest: AZ, NM, OK, and TX","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","-103.65","30.3634","13636034","8724129","","22768204","","10977842","1140800","","2828426","56225144","7769215","1679850","13624841","10530667","5179849","1202809","19773516","10352865","4667987","1371363.13","1679850","","54141056","21333394","15542920","18364296","56225144","54141056","88842576","90926664","96.58","92.74","94.48","1941"
"2013","228529","Tarleton State University","Texas","6223","3536","1546","71","1617","76401-0000","Erath County","Southwest: AZ, NM, OK, and TX","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","-98.2201","32.2157","74108720","57999720","","42383608","","23332062","7476064","415900","1057548","193804080","33516250","12591333","65961920","34646688","14033091","5772495","33224272","13102494","30531006","5888504","12591333","","169742624","59226800","33781680","40394800","193804080","169742624","281848576","305910048","96.58","92.74","94.48","10244"
"2013","228635","University of Texas Southwestern Medical Center","Texas","","","","","","75390-9096","Dallas County","Southwest: AZ, NM, OK, and TX","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","-96.8423","32.8195","22742948","21916698","","168690176","","188867888","28330564","276589568","56527320","2498890240","3599706","2542472","753229568","496270176","384635360","189780160","95688416","64183828","19740908","3318677","2542472","","2178036224","1049663040","878855488","988251200","2498890240","2178036224","4126939392","4447793664","96.58","92.74","94.48","1987"
"2013","228644","The University of Texas Health Science Center at San Antonio","Texas","","","","","","78229-3900","Bexar County","Southwest: AZ, NM, OK, and TX","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","-98.5761","29.5047","40925744","35740520","","173861216","","109985048","7835577","177757152","16610290","903777920","8651704","3466479","392706336","231551520","158875632","75052624","87843008","42567840","5744336","1425040","3466479","","763754368","399463744","433218912","486773120","903777920","763754368","1319423360","1459446912","96.58","92.74","94.48","2929"
"2013","228653","The University of Texas Medical Branch","Texas","","","","","","77555-0129","Galveston County","Southwest: AZ, NM, OK, and TX","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","-94.7764","29.3113","35744644","33090536","","343173632","","127509256","14128442","53523004","11242646","2042902016","11486636","8832527","314393824","204146832","133550056","67811800","134052456","64522964","6171171","1150525","8832527","","1691158912","845175680","495886624","549314944","2042902016","1691158912","1868631040","2220374272","96.58","92.74","94.48","2630"
"2013","228705","Texas A & M University-Kingsville","Texas","6488","5716","1201","54","1255","78363","Kleberg County","Southwest: AZ, NM, OK, and TX","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","-97.8823","27.5249","80921440","60957568","","60437488","","32765924","7386980","3496490","6204775","274017664","39594876","15665159","62956564","37144800","20524716","8021502","59528096","24971820","23124786","5326399","15665159","","196482128","75464520","18759356","21600036","274017664","196482128","287611520","365147072","96.58","92.74","94.48","9442"
"2013","228714","Texas A & M University-Galveston","Texas","","","","","","77554","Galveston County","Southwest: AZ, NM, OK, and TX","Public","Four or more years","Public, four-year or above","Institution is not active in current universe","-94.8185","29.3153","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2013","228723","Texas A & M University-College Station","Texas","31387","21803","9018","1223","10241","77843-1244","Brazos County","Southwest: AZ, NM, OK, and TX","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","-96.3403","30.6132","637341120","496890464","27794080","630839808","","351382208","57228812","245682320","650889920","3528496384","209897344","56142364","780388416","421196928","913718720","405567232","416483616","176223840","191052672","56567576","56142364","","2545468416","1065172224","8238773760","10521034752","3528496384","2545468416","4132782336","5115810304","96.58","92.74","94.48","51467"
"2013","228732","Texas A & M University-System Office","Texas","","","","","","77840-7896","Brazos County","Southwest: AZ, NM, OK, and TX","Public","Four or more years","Administrative unit","Title IV postsecondary institution","-96.3274","30.637","","","","2402529","","38014512","2431773","398588","605248","806626368","","","","","34867668","1102944","288522976","11751945","","","766411","","830661632","12854889","112352136","140937632","806626368","830661632","-1937589760","-1961625088","96.58","92.74","94.48",""
"2013","228769","The University of Texas at Arlington","Texas","10679","6405","2624","89","2713","76013","Tarrant County","Southwest: AZ, NM, OK, and TX","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","-97.1151","32.7284","310167648","222047152","","115811344","","81696904","21150952","8114000","9274437","580200128","115797704","27677212","190027536","113046016","86068768","42696656","155509952","56472424","47301240","16258205","27677212","","546203392","228473312","101786656","119887352","580200128","546203392","998019776","1031277376","96.58","92.74","94.48","24794"
"2013","228778","The University of Texas at Austin","Texas","38161","15335","7118","131","7249","78712","Travis County","Southwest: AZ, NM, OK, and TX","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","-97.7373","30.2847","634828160","479746016","","313996096","","425604064","65511252","123772864","130624008","3520675072","288122400","119585496","790500544","420600608","649146304","268279616","498149984","205827104","308258592","111129856","119585496","","2506217728","1005837184","3012894720","3376824064","3520675072","2506217728","7171687936","8186145280","96.58","92.74","94.48","49432"
"2013","228787","The University of Texas at Dallas","Texas","8750","5125","2193","40","2233","75080-3021","Collin County","Southwest: AZ, NM, OK, and TX","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","-96.7484","32.9894","275303648","200235808","","101914384","","63001256","11498593","11265534","15624131","730436096","96905368","21837516","199182880","115120912","106437224","44418180","130174352","61565276","31032592","10831920","21837516","","526114624","232548480","317750688","387469280","730436096","526114624","1232415744","1436737152","96.58","92.74","94.48","17983"
"2013","228796","The University of Texas at El Paso","Texas","6240","6228","2727","306","3033","79968-0691","El Paso County","Southwest: AZ, NM, OK, and TX","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","-106.504","31.7717","138905248","103364304","","90599472","","97230520","20576464","6324507","7097648","441476384","87749112","52208168","125016032","70526888","84889480","32003548","77155320","36604280","44673480","12849188","52208168","","408220384","151983904","196458304","221018528","441476384","408220384","830465792","863721792","96.58","92.74","94.48","17692"
"2013","228802","The University of Texas at Tyler","Texas","2104","1726","698","6","704","75799-6699","Smith County","Southwest: AZ, NM, OK, and TX","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","-95.2491","32.3147","49275628","34863644","","36753980","","16057731","6436809","1339476","5884291","176258368","19636328","5224344","50654756","29675896","2675656","1204423","41287696","17415274","8305131","2502986","5224344","","110676312","50798580","71690776","78886488","176258368","110676312","260677616","303379072","96.58","92.74","94.48","5774"
"2013","228909","University of North Texas Health Science Center","Texas","","","","","","76107-2699","Tarrant County","Southwest: AZ, NM, OK, and TX","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","-97.3689","32.7498","24986312","24563016","7962719","81111440","","47399764","4279340","13983271","549423","262968256","2144466","1721171","49118112","31219788","49821928","22955508","144985872","69876104","383249","143299.13","1721171","","249068496","123652912","35723860","38324224","262968256","249068496","165385392","186385792","96.58","92.74","94.48","2018"
"2013","229018","The University of Texas of the Permian Basin","Texas","1007","846","261","15","276","79762-0001","Ector County","Southwest: AZ, NM, OK, and TX","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","-102.33","31.8895","30238844","24267988","","29433560","","8131433","1327711","102963","1995147","114170464","13166852","6605372","29311196","12743291","5579566","1994734","19613404","6658265","7457374","1748916","6605372","","91353136","25202784","35995624","42054416","114170464","91353136","251736336","277165344","96.58","92.74","94.48","3309"
"2013","229027","The University of Texas at San Antonio","Texas","15239","11165","4465","28","4493","78249-1644","Bexar County","Southwest: AZ, NM, OK, and TX","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","-98.6214","29.5824","254228448","185230816","","122239760","","89000168","22955512","1275176","9925550","548765568","99575256","30577626","166186080","93250880","67208416","28121380","147400112","71918064","52512712","14700885","30577626","","502587488","210909344","100825152","113909432","548765568","502587488","1087202304","1133380352","96.58","92.74","94.48","24539"
"2013","229063","Texas Southern University","Texas","9746","4389","1058","52","1110","77004","Harris County","Southwest: AZ, NM, OK, and TX","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","-95.362","29.7225","78699936","55964164","","60856768","","38622352","9102331","1054548","514519","203544512","43800576","18967640","90461216","46855316","7655905","3686064","54796440","26345778","20015528","7453774","18967640","","199074992","85398696","43516024","47120896","203544512","199074992","149194336","152798912","96.58","92.74","94.48","7616"
